MILLIS	161389
AUTHOR	Pieœñ ludowa
TITLE	Sz³a dziwewczka do laseczka
CREATOR	Micha³ Kud³a
VERSION	0.1
140833	833	0	dom, 
141666	278	0	Zna
141944	278	0	la
142222	278	0	z³em 
142500	277	0	dziew
142777	278	0	czy
143055	278	0	nê, 
143333	278	0	co 
143611	277	0	ko
143888	17501	0	cham 
144166	17223	0	j¹.
