MILLIS	162890
AUTHOR	piosenka ludowa
TITLE	Sz³a dzieweczka do laseczka
CREATOR	Walter Koza, Henryk Sêdzicki
142984	278	0	Zna
143264	278	0	la
143545	278	0	z³em 
143825	277	0	dziew
144105	278	0	czy
144385	278	0	nê, 
144666	278	0	co 
144947	277	0	ko
145226	300	0	cham 
145507	300	0	j¹.
